taxonomy	UCS_0001_BAL	UCS_0002_BAL	UCS_0002_UA	UCS_0004_BAL	UCS_0005_BAL	UCS_0006_BAL	UCS_0007_BAL	UCS_0007_UA	UCS_0009_BAL	UCS_0009_UA	UCS_0010_BAL	UCS_0010_UA	UCS_0013_BAL	UCS_0013_UA	UCS_0014_BAL	UCS_0014_UA	UCS_0015_BAL	UCS_0015_UA	UCS_0016_BAL	UCS_0016_UA	UCS_0017_BAL	UCS_0018_BAL	UCS_0018_UA	UCS_0019_BAL	UCS_0020_BAL	UCS_0021_BAL	UCS_0021_UA	UCS_0022_BAL	UCS_0022_UA	UCS_0023_BAL	UCS_0023_UA	UCS_0025_BAL	UCS_0025_UA	UCS_0028_BAL	UCS_0028_UA	UCS_0029_BAL	UCS_0030_BAL	UCS_0030_UA	UCS_0031_BAL	UCS_0032_BAL	UCS_0032_UA	UCS_0033_BAL	UCS_0034_BAL	UCS_0035_BAL	UCS_0036_BAL	UCS_0037_BAL	UCS_0038_BAL	UCS_0038_UA	UCS_0039_BAL	UCS_0039_UA	UCS_0040_BAL	UCS_0040_BKG	UCS_0041_BAL	UCS_0041_UA	UCS_0042_BAL	UCS_0042_UA	UCS_0043_BAL	UCS_0043_UA	UCS_0044_BAL	UCS_0045_BAL	UCS_0046_BAL	UCS_0046_UA	UCS_0047_BAL	UCS_0048_BAL	UCS_0048_UA	UCS_0049_BAL	UCS_0050_BAL	UCS_0050_UA	UCS_0051_BAL	UCS_0051_UA	UCS_0052_BAL	UCS_0053_BAL	UCS_0053_UA	UCS_0054_BAL	UCS_0054_UA	UCS_0055_BAL	UCS_0055_UA	UCS_0056_BAL	UCS_0057_BAL	UCS_0057_UA	UCS_0058_BAL	UCS_0058_UA	UCS_0059_BAL	UCS_0060_BAL	UCS_0060_UA	UCS_0061_BAL	UCS_0061_UA	UCS_0062_BAL	UCS_0063_BAL	UCS_0063_UA	UCS_0064_BAL	UCS_0065_BAL	UCS_0066_BAL	UCS_0069_BAL	UCS_0069_BKG	UCS_0070_BAL	UCS_0070_BKG	UCS_0071_BAL	UCS_0072_BAL	UCS_0073_BAL	UCS_0073_UA	UCS_0074_BAL	UCS_0074_UA	UCS_0075_BAL	UCS_0076_BAL	UCS_0077_BAL	UCS_0077_UA	UCS_0079_BAL	UCS_0079_UA	UCS_0080_BAL	UCS_0081_BAL	UCS_0082_BAL	UCS_0083_BAL	UCS_0083_UA	UCS_0085_BAL	UCS_0085_BKG	UCS_0087_BAL	UCS_0088_BAL	UCS_0088_UA	UCS_0090_BAL	UCS_0093_BAL	UCS_0093_UA	UCS_0094_BAL	UCS_0094_UA	UCS_0095_BAL	UCS_0096_BAL	UCS_0096_UA	UCS_0097_BAL	UCS_0097_UA	UCS_0098_BAL	UCS_0099_BAL	UCS_0099_UA	UCS_0100_BAL	UCS_0101_BAL	UCS_0101_UA	UCS_0103_BAL	UCS_0106_BAL	UCS_0106_UA	UCS_0109_BAL	UCS_0114_BAL	UCS_0115_BAL	UCS_0116_BAL	UCS_0118_BAL	UCS_0123_BAL	UCS_0128_BAL	UCS_0130_BAL	UCS_0130_UA	UCS_0134_UA	UCS_0136_BKG	UCS_0138_BAL	UCS_0144_BAL	UCS_0147_BAL	UCS_0148_BAL	UCS_0148_UA	UCS_0151_BAL	UCS_0153_BAL	UCS_0153_UA	UCS_0154_BAL	UCS_0154_UA	UCS_0156_BAL	UCS_0156_UA	UCS_0158_BAL	UCS_0158_UA	UCS_0159_BAL	UCS_0159_UA	UCS_0160_BAL	UCS_0163_BAL	UCS_0164_BAL	UCS_0164_UA	UCS_0167_UA	UCS_0168_BAL	UCS_0170_BAL	UCS_0170_UA	UCS_0171_BAL	UCS_0172_UA	UCS_0174_BAL	UCS_0174_UA	UCS_0175_BAL	UCS_0175_UA	UCS_0176_BAL	UCS_0177_BAL	UCS_0177_UA	UCS_0180_BAL	UCS_0182_UA	UCS_0185_BAL	UCS_0185_UA	UCS_0190_BAL	UCS_0191_BAL	UCS_0191_UA	UCS_0192_BAL	UCS_0192_UA	UCS_0194_BAL
Sphingobacterium sp. B29	3	0	3	0	2	2	2	5	4	61	1	15	77	80	1	2	9	115	1	18	2	0	12	4	0	0	4	0	0	4	5	28	130	3	11	0	17	2	0	0	12	0	5	3	2	0	16	123	2	9	3	1407	19	5	1	7	4	0	1	2	0	6	5	7	2	3	2	12	1	1	1	127	2	17	6	1	3	0	3	2	2	4	1	16	19	1	14	22	0	1	1	1	1	0	10	5	51	0	2	2	0	1	1	24	2	0	14	0	5	1	2	0	2	0	0	1102	2	33	2	1	3	18	3	1	2	2	6	2	2	3	4	7	1	1	4	1	10	10	15	0	4	6	10	0	10	44	23	19	261	10	1	0	52	24	2	1	18	60	33	5	34	4	7	0	4	1	1	7	5	27	2	1	30	2	91	303	3	147	58	0	36	100	7	7	57	14	2	2	2	2	1	2
Sphingobacterium sp. CZ-2	2	11	116	4	7	145	4	5	3	44	4	72	68	92	1	1	7	67	7	46	4	0	137	5	1	0	47	2	9	1	6	26	49	1	9	3	188	165	2	3	2	4	6	8	16	2	21	39	1	10	2	6	12	3	3	104	3	2	1	3	3	22	5	6	40	3	14	138	3	9	4	129	12	11	112	2	1	0	1	0	0	5	2	3	33	73	606	114	11	3	92	1	1	4	10	1	36	0	1	2	0	0	1	31	0	5	5	2	5	2	0	0	5	2	2	7	1	16	34	1	8	3	3	3	3	5	7	1	6	4	1	11	1	2	106	0	51	21	21	2	63	0	4	6	89	92	19	28	5	7	5	1	885	264	1	345	46	261	62	89	89	34	5	2	12	47	14	0	5	20	6	2	33	3	32	366	15	175	109	3	380	121	7	394	50	6	4	3	37	3	12	5
Sphingobacterium sp. G1-14	1	1	8	0	58	1	0	3	5	18	0	53	80	14	1	0	1	2	3	16	0	4	6	7	2	0	10	0	5	14	27	8	6	1	13	0	97	12	2	3	1	1	1	0	5	0	10	29	2	5	2	4	24	25	1	5	6	38	0	0	0	2	3	5	16	1	4	36	2	3	3	57	5	8	4	0	1	0	0	1	0	6	1	0	31	3	9	31	0	0	0	0	3	1	5	1	23	0	2	1	2	2	0	19	1	0	1	1	4	0	1	0	6	1	1	240	1	32	12	1	5	2	0	11	3	3	4	1	0	0	3	3	1	1	2	3	26	22	26	2	1	6	8	0	4	96	9	23	1267	1	4	0	3	70	1	0	12	120	75	5	15	9	3	0	4	1	0	1	4	3	3	0	27	3	5	246	1	5	93	8	125	77	6	23	1	441	2	0	2	2	7	2
Pedobacter heparinus	17	1	29	2	3	5	0	18	6	63	8	25	34	135	8	2	6	9	4	83	1	1	35	24	1	1	104	0	61	2	16	25	57	4	71	5	72	19	3	1	0	5	5	4	2	1	7	35	2	6	0	8	15	25	2	5	6	65	1	3	2	1	5	1	52	0	5	59	1	11	5	336	47	3	12	1	2	0	1	1	0	5	2	8	58	3	38	68	1	7	5	0	4	2	10	5	20	0	6	4	2	4	0	30	1	2	2	4	5	3	4	1	4	1	1	5	1	36	85	1	4	10	1	2	4	9	12	2	7	0	2	15	5	3	13	2	216	137	11	3	5	1	152	1	85	155	67	171	8	9	3	3	6	50	2	1	53	1407	1499	2	65	37	9	1	9	3	0	3	4	87	7	5	59	16	42	648	34	69	157	6	89	58	6	45	48	10	2	3	28	4	15	3
Pedobacter cryoconitis	13	3	55	2	9	26	4	16	7	316	8	81	154	185	2	6	1	45	9	36	7	5	69	11	4	5	130	4	168	3	6	61	202	1	100	4	598	168	5	5	20	51	13	6	18	1	36	83	2	14	4	11	23	3	10	59	8	50	5	2	5	7	0	11	19	2	25	450	3	10	6	178	20	15	16	1	0	6	3	2	1	21	1	5	29	96	250	62	2	1	15	4	12	10	25	3	656	2	8	0	5	0	2	80	4	1	4	8	17	0	3	4	6	2	5	42	2	96	38	1	10	35	3	12	6	3	14	2	3	2	7	9	3	1	246	4	44	177	68	114	13	1	6	2	39	222	154	185	17	13	19	1	29	213	1	10	32	650	259	5	97	4125	17	1	8	12	8	8	19	48	5	26	46	9	17	779	68	48	113	6	143	67	15	53	97	6	4	2	41	1	27	6
Pedobacter ginsengisoli	5	3	12	4	7	158	4	12	6	81	4	51	93	141	1	2	8	67	8	42	4	1	115	12	3	1	842	3	1	5	10	41	191	2	87	5	455	128	4	7	3	2	4	12	29	2	45	43	14	10	1	14	32	4	5	256	4	4	10	5	1	51	6	13	195	4	22	104	3	52	6	210	20	23	25	3	6	0	1	90	24	1413	6	18	43	103	221	114	6	58	3	4	4	0	17	6	66	4	7	3	3	2	3	80	2	8	4	5	132	5	1	4	5	155	10	84	3	67	50	3	17	14	5	1639	8	131	212	14	11	6	10	308	3	4	535	4	106	103	30	4	8	10	14	65	6	102	21	145	44	11	5	2	83	244	0	3	103	270	278	9	102	86	10	3	12	18	4	6	8	49	49	4	98	9	41	691	17	48	274	9	581	368	54	145	46	11	0	4	68	3	60	8
Pedobacter sp. eg	5	6	25	1	1	61	6	7	12	25	3	41	60	275	6	1	3	8	1	46	2	2	252	13	1	2	237	0	32	3	3	27	44	1	26	10	98	21	2	2	6	2	4	4	17	2	51	38	2	14	5	82	27	3	5	69	5	7	1	4	3	10	4	10	12	3	26	79	2	6	33	704	74	22	304	4	3	1	1	1	2	10	1	4	23	11	105	104	3	1	1	1	12	2	64	3	163	0	9	3	5	4	2	57	4	2	5	9	32	1	0	5	6	3	3	107	1	25	52	0	6	9	6	5	8	4	10	4	3	3	1	3	2	0	75	0	16	31	53	8	22	3	5	6	14	95	29	60	61	18	5	2	20	153	1	5	82	260	242	32	84	32	10	3	46	5	5	21	8	174	11	7	876	8	50	1022	21	96	208	4	108	108	12	50	14	4	6	1	6	2	29	2
Pedobacter steynii	1	4	68	0	2	128	45	405	19	128	2	48	112	140	0	1	6	52	51	428	8	3	46	3	2	0	567	1	0	5	8	70	283	2	63	12	86	11	6	2	0	5	2	26	33	2	32	255	3	12	1	28	37	10	7	186	0	24	1	7	3	23	7	6	29	5	34	1125	2	32	1	140	16	41	90	3	0	1	1	0	1	9	3	4	30	42	299	140	2	4	0	3	1	11	95	7	49	0	5	1	1	4	11	53	2	2	6	6	16	19	1	1	4	2	4	12	0	76	126	1	11	8	4	8	4	8	7	5	16	7	4	7	5	5	55	1	22	97	209	1	15	17	7	1	9	212	134	135	901	12	7	0	48	756	2	2	14	190	213	12	66	479	13	0	14	44	7	8	4	26	2	0	61	5	32	497	29	14	283	1	98	188	6	138	80	38	0	1	38	2	139	4
Mucilaginibacter mallensis	25	8	38	20	16	139	12	5	31	100	8	113	113	180	4	6	13	49	15	154	12	4	41	3	7	13	25	13	31	14	7	56	196	4	21	3	266	122	6	5	0	10	11	17	15	13	73	266	20	52	9	2946	29	7	12	152	19	9	16	14	7	37	7	12	42	29	27	80	3	10	68	169	5	17	76	5	3	20	10	9	7	25	13	13	87	16	25	324	8	2	12	12	26	12	15853	63	13626	10	8	15	5	2	46	178	2	13	4	5	26	39	5	8	13	201	4	1259	6	88	41	9	21	21	15	10	6	15	14	19	32	15	13	76	23	218	85	98	92	328	99	334	879	16	184	144	355	213	197	95	17597	1123	54	447	390	60	548	219	62	1417	1602	365	58	330	9	56	28	130	536	46	52	22	70	44	61	445	90	770	26	258	87	2	201	110	326	118	113	21	16	7	47	12	40	3
Mucilaginibacter gotjawali	4	1	6	1	11	11	1	10	6	35	6	26	52	26	2	3	3	28	0	27	3	6	70	255	5	3	68	0	5	0	4	19	23	0	14	11	72	17	3	2	2	11	8	24	51	0	23	26	2	5	2	8	8	1	3	161	3	5	5	3	0	29	3	54	52	2	7	5	1	45	3	114	6	6	81	2	2	0	3	13	1	7	4	2	27	74	297	47	4	1	4	1	3	0	11	0	55	1	5	2	2	0	0	50	0	1	2	1	8	0	4	4	4	2	2	8	2	51	11	0	14	18	63	8	6	10	69	3	20	1	4	8	3	0	37	4	27	115	57	4	124	4	32	16	2	115	18	22	15	9	108	0	7	258	2	12	19	141	68	14	46	224	10	0	9	5	4	5	6	9	6	14	26	5	23	501	36	11	116	2	189	63	14	103	38	6	2	1	1	0	45	5
Mucilaginibacter sp. HYN0043	3	4	46	2	4	14	1	11	4	46	2	113	110	243	5	1	4	7	4	43	2	5	99	3	2	0	41	1	60	3	2	30	38	1	28	5	248	74	2	13	1	6	31	12	3	1	37	36	8	20	2	25	8	6	8	60	1	5	3	2	4	7	3	6	14	0	18	42	3	12	6	132	5	7	6	1	3	1	2	2	2	20	2	4	11	11	77	154	3	6	77	0	7	18	19	1	39	0	4	2	5	2	8	52	0	3	4	8	12	0	0	1	6	3	3	8	3	39	8	1	21	8	2	14	8	4	9	4	2	4	2	12	3	12	380	3	10	27	70	1	4	2	3	5	3	71	30	106	14	10	2	1	39	27	4	1	77	310	76	243	141	91	9	0	19	2	4	4	6	70	2	9	58	9	24	434	9	167	267	10	90	51	6	17	149	17	4	3	38	6	56	3
Mucilaginibacter sp. BJC16-A31	2	4	8	5	5	23	9	18	5	38	4	121	51	128	4	2	8	72	1	43	7	1	57	4	0	2	30	0	0	1	5	6	53	0	27	4	137	47	3	3	1	3	8	2	20	1	12	35	4	8	3	9	6	12	5	139	4	1	1	3	2	89	6	4	17	1	20	494	2	2	5	144	16	26	43	1	1	2	1	17	2	20	3	3	5	17	27	67	0	3	5	4	2	2	9	5	27	0	4	1	4	0	1	37	3	1	2	3	8	3	3	2	5	1	5	5	1	64	15	0	20	4	4	5	2	16	4	3	15	2	4	5	0	2	43	1	13	44	16	1	6	7	3	14	22	472	269	28	11	10	2	1	4	317	3	1	25	119	125	5	210	9	8	1	8	0	11	4	5	105	5	4	69	5	15	408	6	73	321	8	308	86	6	181	3	2	3	1	13	3	30	5
Mucilaginibacter paludis	1	5	13	0	7	23	5	10	22	18	10	93	67	36	2	6	4	33	1	82	8	0	27	11	4	0	23	0	8	4	17	26	90	7	40	5	64	19	3	4	4	8	9	6	9	3	21	21	3	13	3	50	20	9	8	26	1	9	5	7	2	3	1	26	23	7	27	215	0	6	8	203	8	4	32	3	2	4	0	2	3	14	1	12	48	41	272	52	2	0	2	0	4	3	201	3	160	3	9	5	3	0	5	66	5	4	3	4	11	12	3	1	10	4	7	50	1	87	20	3	6	8	23	23	4	6	5	4	10	4	5	6	2	6	67	2	56	82	22	7	49	0	9	6	3	306	131	131	1440	31	4	11	178	84	6	6	33	244	74	9	107	30	11	2	9	3	16	5	5	43	4	7	62	7	18	657	24	113	174	5	182	114	39	160	51	3	2	1	14	0	15	3
Solitalea canadensis	13	35	128	11	9	468	3	3	15	29	8	65	136	124	1	4	8	84	6	37	2	6	161	142	2	2	67	4	2	15	27	62	120	15	31	10	380	94	2	3	7	4	4	13	64	3	66	43	1	15	2	20	26	8	8	218	3	21	3	6	1	123	5	43	48	6	28	332	3	88	8	320	26	32	165	0	2	0	2	4	2	139	5	14	213	29	425	252	5	20	3	1	8	4	24	6	1359	2	7	3	3	0	4	57	3	4	5	5	3	8	2	2	3	5	3	25	1	48	18	1	12	46	28	17	12	9	63	8	6	4	3	9	3	4	123	4	55	95	131	1	67	13	3	0	77	336	159	145	32	8	7	3	126	425	2	20	99	344	240	16	84	63	4	7	15	4	11	6	7	28	10	4	81	6	30	577	28	26	278	5	459	192	8	299	222	3	5	1	38	2	123	12
Sphingobacteriaceae bacterium GW460-11-11-14-LB5	3	6	347	6	4	507	4	42	7	198	6	184	105	217	3	7	12	255	1	63	11	4	155	8	7	2	571	2	223	17	19	41	141	1	181	21	626	64	2	15	6	5	9	52	69	3	31	82	2	37	3	25	24	50	21	896	3	10	2	3	5	414	3	8	37	3	24	246	2	9	1	274	21	137	175	3	2	0	0	20	4	164	5	3	26	11	76	109	17	15	23	8	37	32	20	18	4430	2	8	6	34	9	10	85	4	3	12	3	39	20	1	3	7	35	1	142	2	93	265	4	24	459	7	50	6	11	44	2	5	2	3	36	4	7	343	4	61	63	242	241	519	1	245	2	39	156	86	185	35	20	14	0	919	989	2	36	127	393	248	5	59	997	21	3	13	3	6	8	27	14	2	2	176	7	17	522	56	63	329	0	194	163	15	478	17	15	1	0	94	1	230	4
Pseudopedobacter saltans	3	6	39	4	2	18	2	7	8	128	12	45	99	100	6	10	27	373	5	75	3	1	67	12	2	2	138	2	46	10	30	24	141	5	225	5	175	37	5	13	21	8	24	5	12	3	281	1309	2	16	4	20	56	3	4	41	3	15	6	7	3	29	6	7	44	2	18	57	7	9	7	321	18	31	18	3	3	7	1	6	3	5	2	24	432	30	203	72	3	2	6	5	4	8	20	6	322	2	5	2	8	2	17	60	6	1	5	6	54	47	2	6	7	14	3	11	5	83	81	4	12	20	10	76	12	4	8	6	7	0	3	9	6	0	12	2	176	318	180	4	16	14	102	10	77	242	131	94	14	24	7	2	30	149	3	2	82	354	538	25	199	253	8	10	21	6	5	2	6	88	6	64	142	8	60	933	4	240	293	9	552	168	10	55	31	2	5	4	28	3	9	5
Cyclobacterium marinum	25	3	168	5	24	309	1	9	9	31	7	37	83	28	3	2	5	34	3	56	6	4	100	9	3	1	57	3	11	3	3	39	102	26	697	19	165	3	6	3	3	18	16	6	63	1	91	472	3	61	1	49	36	4	7	135	6	15	5	5	18	38	15	92	20	3	35	146	3	7	8	737	48	66	69	2	4	2	2	5	1	20	5	10	49	254	371	203	5	3	0	4	23	2	120	3	503	1	8	1	1	0	11	62	4	2	2	5	14	20	5	11	6	6	6	205	2	87	30	1	7	15	3	10	7	2	15	10	14	1	7	12	2	6	87	4	68	378	23	7	40	7	63	2	33	440	475	121	93	24	5	1	84	764	6	2	337	708	767	17	79	46	10	1	133	36	15	6	13	66	18	2	89	14	76	662	35	18	111	9	247	277	68	151	81	10	1	2	14	11	34	6
Cyclobacterium amurskyense	1	4	10	2	8	56	6	18	12	20	14	47	86	92	1	3	7	39	2	31	6	3	26	5	1	2	27	2	2	10	14	202	433	1	44	20	156	34	1	2	2	3	8	4	13	2	62	324	2	8	6	163	4	1	5	33	1	25	3	7	1	23	4	11	19	5	29	240	3	110	5	296	55	18	108	1	4	5	5	1	2	5	5	5	64	50	204	69	0	4	29	4	32	4	225	14	851	2	9	2	7	2	6	67	2	0	7	4	15	5	2	2	8	8	3	52	1	140	16	3	14	14	2	12	4	5	8	8	3	5	7	6	2	23	308	3	83	106	87	17	26	13	22	27	35	288	165	100	263	34	11	1	24	156	6	10	24	796	490	16	28	516	1598	1	844	10	40	6	18	38	9	3	50	16	46	474	13	162	234	21	304	1477	1305	42	205	60	2	3	13	4	37	6
Echinicola vietnamensis	3	13	135	5	6	12	0	18	20	20	3	134	41	170	4	1	4	9	2	52	2	1	39	6	1	1	21	2	26	2	11	45	190	1	6	4	151	102	1	11	4	4	16	5	5	4	32	23	4	6	0	7	17	0	6	6	0	8	1	2	1	2	2	6	5	4	24	121	1	6	4	70	14	2	4	0	1	3	1	0	0	10	1	4	141	3	61	142	0	0	3	5	2	1	4	1	28	1	5	3	3	1	3	34	7	2	2	5	2	0	3	0	1	1	3	3	0	27	17	4	5	9	1	8	2	8	4	2	7	4	1	1	1	2	48	0	39	470	32	1	3	5	86	47	9	236	70	82	11	4	7	1	45	30	6	5	34	315	540	10	59	7	3	4	24	0	3	1	3	25	2	0	37	3	11	317	22	843	116	1	38	219	13	6	75	5	1	2	31	1	7	2
Echinicola strongylocentroti	1	6	7	1	2	58	1	6	3	47	4	23	38	58	3	1	2	7	40	59	7	3	143	6	1	2	5	0	12	2	2	20	35	1	25	7	63	27	0	5	1	5	4	1	17	1	14	97	6	6	2	6	26	4	4	57	1	9	1	3	2	4	3	96	36	0	10	145	0	22	3	119	2	11	9	0	1	2	0	2	6	14	1	2	43	12	23	45	2	2	26	2	23	0	6	3	734	1	4	0	7	0	0	31	5	0	1	1	15	0	4	3	1	0	2	689	1	41	11	0	7	6	0	3	5	2	8	3	24	0	5	1	2	1	31	1	10	91	59	3	5	1	4	2	90	171	104	58	10	10	3	1	92	117	4	2	126	145	116	6	48	19	3	0	188	1	3	3	3	17	4	3	17	3	9	223	14	3	183	1	69	48	5	29	90	7	2	1	272	2	10	2
Belliella baltica	1	1	36	4	0	428	5	7	5	85	2	299	139	122	3	2	6	33	1	35	7	0	57	6	2	2	74	0	31	0	3	35	92	4	18	13	238	90	2	13	11	2	56	29	46	1	21	106	3	37	2	5	13	4	7	348	2	19	2	8	4	45	5	9	25	4	57	831	1	10	6	206	39	27	76	3	3	1	4	3	8	16	2	4	39	19	242	81	3	1	11	8	19	4	14	4	60	3	5	1	3	0	3	52	1	0	3	6	17	2	9	1	10	5	3	913	8	84	70	2	20	7	2	12	5	6	7	4	4	2	1	6	1	3	71	4	12	91	59	0	89	1	5	10	6	109	44	156	19	11	1	2	61	633	4	1	112	538	705	148	607	19	8	7	135	17	9	3	3	32	3	0	59	3	24	717	30	17	204	2	239	291	9	171	11	8	1	3	8	6	94	2
Algoriphagus sp. M8-2	1	5	443	1	2	9	1	7	2	39	1	43	29	47	0	1	1	7	4	38	0	2	56	2	0	0	55	0	155	7	1	20	53	2	74	3	278	8	3	2	0	0	8	6	6	0	15	59	1	4	0	9	0	1	4	65	2	12	0	1	2	8	5	33	11	1	20	137	2	7	2	52	8	8	44	3	0	0	1	3	0	2	1	14	72	7	94	113	59	7	47	0	1	0	0	2	17	0	4	1	0	1	0	14	1	0	3	1	6	2	2	0	1	1	2	6	1	14	24	0	1	4	2	3	2	0	5	2	0	1	3	1	2	0	17	1	41	79	271	0	1	1	392	1	1	109	64	140	33	1	2	0	6	97	2	0	86	225	234	3	193	34	2	1	41	1	2	1	1	4	72	1	11	0	55	143	15	8	30	1	25	37	3	29	1	9	2	2	9	0	12	25
Aquiflexum balticum	1	16	70	10	2	501	7	13	13	134	37	48	116	121	12	2	3	44	13	62	6	2	99	5	2	1	1455	3	33	27	120	46	184	3	135	20	151	19	5	4	1	3	13	46	82	2	49	106	7	14	4	4	19	1	26	723	2	3	7	7	22	124	5	7	46	4	33	196	5	10	3	354	30	67	222	4	3	0	1	3	1	22	9	5	20	9	213	102	0	1	11	4	17	1	9	2	51	2	8	0	3	0	7	70	8	0	4	5	7	10	2	2	4	3	3	5	1	73	178	3	32	4	35	146	3	4	10	3	11	1	2	8	0	1	409	0	102	144	88	3	7	1	5	6	8	303	111	631	6	7	40	14	9	623	64	1	67	727	577	1	90	39	14	2	8	468	13	3	9	15	5	4	28	4	44	563	60	14	240	1	489	224	35	698	107	12	6	2	2	3	257	4
Flammeovirga sp. L12M1	9	19	126	11	18	247	13	21	23	111	16	214	417	519	10	3	13	114	29	439	15	15	93	14	4	2	364	3	38	36	66	114	192	9	109	7	571	60	3	12	3	18	24	25	36	6	90	173	13	48	8	41	96	17	23	539	11	70	7	14	8	73	10	47	68	4	61	153	5	34	11	1076	97	63	175	3	25	4	3	26	4	54	8	45	146	138	667	274	6	6	23	3	45	3	49	12	4570	8	12	5	21	2	15	139	7	13	101	10	32	4	4	11	15	114	26	720	5	170	102	3	21	68	2	27	24	15	47	13	88	9	9	35	7	9	205	9	74	386	267	6	23	29	45	4	41	1029	658	231	57	28	30	3	450	611	12	11	50	1266	2100	108	108	250	135	10	644	11	11	20	12	65	30	10	103	18	166	1897	73	77	424	14	1547	816	159	311	208	54	7	8	61	10	150	12
Flammeovirga sp. MY04	6	20	82	8	19	1805	9	24	12	121	12	164	288	163	6	4	22	132	13	129	13	15	252	13	8	5	399	6	2	40	29	146	584	10	348	42	172	28	4	31	8	12	15	81	189	7	81	129	6	40	8	16	69	14	59	1607	19	93	2	16	27	383	12	31	124	4	53	145	7	13	7	618	27	349	907	4	4	1	2	4	5	24	33	29	196	30	96	344	8	4	20	2	16	6	16	11	79	9	10	4	7	3	34	96	4	4	5	8	27	10	4	16	10	18	11	192	7	144	81	10	175	44	6	39	15	12	13	15	10	6	8	16	5	12	740	6	183	171	126	4	128	10	26	9	22	1656	876	182	41	36	134	5	421	4160	151	3	104	981	767	53	165	98	24	5	112	4	8	21	18	29	10	19	147	10	119	1494	84	347	1622	25	518	156	50	1280	149	32	5	7	66	5	352	21
Marivirga tractuosa	10	3	223	0	7	258	0	5	9	59	6	127	123	233	1	6	6	50	6	47	2	2	58	23	3	1	110	3	10	0	4	40	20	3	59	9	217	53	7	2	5	9	24	8	73	2	42	23	2	10	3	6	40	7	3	748	8	7	3	11	6	103	5	13	22	2	21	103	1	20	8	416	20	28	64	5	2	3	0	4	3	12	9	11	49	85	468	260	8	15	12	3	3	0	8	5	31	3	9	3	2	2	1	66	6	1	5	2	5	14	4	7	7	3	6	153	1	100	13	2	12	7	5	12	7	9	7	8	18	2	6	12	2	3	101	4	32	51	91	8	19	2	20	72	42	239	229	75	7	19	5	6	4	589	4	2	56	514	165	14	217	51	5	2	21	75	6	3	10	11	9	5	120	10	29	547	36	15	538	6	1952	786	16	552	87	16	6	2	7	2	64	5
Fabibacter pacificus	6	1	11	5	5	333	4	17	7	104	15	158	94	136	5	1	34	66	4	54	5	2	223	12	1	1	220	2	42	12	8	50	180	1	46	8	528	177	3	5	2	4	14	41	13	4	17	41	17	26	10	11	24	11	6	219	4	13	3	9	3	10	9	22	27	2	29	140	2	6	5	302	35	23	43	1	3	4	3	7	0	13	11	13	94	9	91	267	3	0	1	4	22	2	14	15	43	2	9	2	5	2	8	81	6	3	5	3	12	4	1	3	6	7	9	12	1	111	33	5	13	22	6	9	11	3	18	4	8	2	7	10	3	6	124	8	167	232	37	3	8	5	67	3	38	171	73	168	15	17	25	6	51	225	4	2	176	471	109	28	94	27	6	1	22	0	53	9	11	28	8	1	48	4	99	822	27	29	199	9	263	195	16	75	57	10	6	3	69	3	114	5
Flammeovirgaceae bacterium 311	2	0	4	0	18	5	1	8	7	11	5	20	55	41	1	1	2	4	7	50	4	1	193	3	2	0	8	0	2	5	3	14	42	17	51	1	80	8	2	2	3	3	5	6	0	0	59	189	4	15	2	67	8	6	4	4	11	9	2	5	11	54	2	3	15	0	8	14	1	4	2	320	20	18	37	5	1	1	0	1	1	8	1	4	13	324	702	86	6	3	0	0	5	1	8	2	22	0	1	4	1	0	2	21	1	1	3	3	6	0	1	0	1	7	4	8	2	16	52	1	7	26	2	5	1	0	2	2	0	3	3	5	0	0	27	1	106	367	13	0	1	4	8	1	25	462	286	23	5	9	4	3	14	170	14	1	324	1169	971	5	49	26	1	0	17	1	0	7	3	62	5	0	303	1	15	288	10	20	46	17	313	241	46	1	95	6	0	0	21	1	1	5
Bernardetia litoralis	24	5	216	50	23	3073	15	28	25	201	27	148	263	132	5	2	26	394	10	139	13	6	139	25	7	10	370	5	31	5	23	72	184	19	128	17	385	52	4	10	5	15	23	45	248	2	44	86	10	20	5	32	60	13	59	2271	31	88	7	16	18	348	30	26	49	5	72	140	6	17	11	1124	59	173	380	8	7	5	4	11	7	68	8	15	73	140	579	458	8	4	5	6	18	20	39	23	381	5	13	6	16	8	19	177	11	6	14	19	54	11	13	8	23	18	13	37	4	237	223	5	95	35	16	33	23	18	13	7	15	8	8	25	12	9	363	14	905	601	314	2	142	6	132	8	28	698	150	123	39	62	21	5	101	1385	8	11	93	1106	687	135	119	132	26	68	335	7	19	152	58	52	16	5	153	18	122	2320	189	104	585	16	1331	157	163	654	782	56	8	8	22	12	536	12
