taxonomy	UCS_0001_BAL	UCS_0002_BAL	UCS_0002_UA	UCS_0004_BAL	UCS_0005_BAL	UCS_0006_BAL	UCS_0007_BAL	UCS_0007_UA	UCS_0009_BAL	UCS_0009_UA	UCS_0010_BAL	UCS_0010_UA	UCS_0013_BAL	UCS_0013_UA	UCS_0014_BAL	UCS_0014_UA	UCS_0015_BAL	UCS_0015_UA	UCS_0016_BAL	UCS_0016_UA	UCS_0017_BAL	UCS_0018_BAL	UCS_0018_UA	UCS_0019_BAL	UCS_0020_BAL	UCS_0021_BAL	UCS_0021_UA	UCS_0022_BAL	UCS_0022_UA	UCS_0023_BAL	UCS_0023_UA	UCS_0025_BAL	UCS_0025_UA	UCS_0028_BAL	UCS_0028_UA	UCS_0029_BAL	UCS_0030_BAL	UCS_0030_UA	UCS_0031_BAL	UCS_0032_BAL	UCS_0032_UA	UCS_0033_BAL	UCS_0034_BAL	UCS_0035_BAL	UCS_0036_BAL	UCS_0037_BAL	UCS_0038_BAL	UCS_0038_UA	UCS_0039_BAL	UCS_0039_UA	UCS_0040_BAL	UCS_0040_BKG	UCS_0041_BAL	UCS_0041_UA	UCS_0042_BAL	UCS_0042_UA	UCS_0043_BAL	UCS_0043_UA	UCS_0044_BAL	UCS_0045_BAL	UCS_0046_BAL	UCS_0046_UA	UCS_0047_BAL	UCS_0048_BAL	UCS_0048_UA	UCS_0049_BAL	UCS_0050_BAL	UCS_0050_UA	UCS_0051_BAL	UCS_0051_UA	UCS_0052_BAL	UCS_0053_BAL	UCS_0053_UA	UCS_0054_BAL	UCS_0054_UA	UCS_0055_BAL	UCS_0055_UA	UCS_0056_BAL	UCS_0057_BAL	UCS_0057_UA	UCS_0058_BAL	UCS_0058_UA	UCS_0059_BAL	UCS_0060_BAL	UCS_0060_UA	UCS_0061_BAL	UCS_0061_UA	UCS_0062_BAL	UCS_0063_BAL	UCS_0063_UA	UCS_0064_BAL	UCS_0065_BAL	UCS_0066_BAL	UCS_0069_BAL	UCS_0069_BKG	UCS_0070_BAL	UCS_0070_BKG	UCS_0071_BAL	UCS_0072_BAL	UCS_0073_BAL	UCS_0073_UA	UCS_0074_BAL	UCS_0074_UA	UCS_0075_BAL	UCS_0076_BAL	UCS_0077_BAL	UCS_0077_UA	UCS_0079_BAL	UCS_0079_UA	UCS_0080_BAL	UCS_0081_BAL	UCS_0082_BAL	UCS_0083_BAL	UCS_0083_UA	UCS_0085_BAL	UCS_0085_BKG	UCS_0087_BAL	UCS_0088_BAL	UCS_0088_UA	UCS_0090_BAL	UCS_0093_BAL	UCS_0093_UA	UCS_0094_BAL	UCS_0094_UA	UCS_0095_BAL	UCS_0096_BAL	UCS_0096_UA	UCS_0097_BAL	UCS_0097_UA	UCS_0098_BAL	UCS_0099_BAL	UCS_0099_UA	UCS_0100_BAL	UCS_0101_BAL	UCS_0101_UA	UCS_0103_BAL	UCS_0106_BAL	UCS_0106_UA	UCS_0109_BAL	UCS_0114_BAL	UCS_0115_BAL	UCS_0116_BAL	UCS_0118_BAL	UCS_0123_BAL	UCS_0128_BAL	UCS_0130_BAL	UCS_0130_UA	UCS_0134_UA	UCS_0136_BKG	UCS_0138_BAL	UCS_0144_BAL	UCS_0147_BAL	UCS_0148_BAL	UCS_0148_UA	UCS_0151_BAL	UCS_0153_BAL	UCS_0153_UA	UCS_0154_BAL	UCS_0154_UA	UCS_0156_BAL	UCS_0156_UA	UCS_0158_BAL	UCS_0158_UA	UCS_0159_BAL	UCS_0159_UA	UCS_0160_BAL	UCS_0163_BAL	UCS_0164_BAL	UCS_0164_UA	UCS_0167_UA	UCS_0168_BAL	UCS_0170_BAL	UCS_0170_UA	UCS_0171_BAL	UCS_0172_UA	UCS_0174_BAL	UCS_0174_UA	UCS_0175_BAL	UCS_0175_UA	UCS_0176_BAL	UCS_0177_BAL	UCS_0177_UA	UCS_0180_BAL	UCS_0182_UA	UCS_0185_BAL	UCS_0185_UA	UCS_0190_BAL	UCS_0191_BAL	UCS_0191_UA	UCS_0192_BAL	UCS_0192_UA	UCS_0194_BAL
Klebsiella virus JD18	0	0	4	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	9	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	52	0	92	0	0	0	0	0	0	0	0	0	0	59	15	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	5	0	0	0	0	0	73	369	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	4	0	0	2	1	0	0	0	134	0	0	0	0	1	0	0	0	4	0	0
Shigella virus Sf21	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Escherichia virus VR20	0	0	7	0	2	3	0	11	0	8	0	1	9	11	0	0	0	0	0	15	0	15	8	0	0	0	3	1	1	0	0	7	4	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	25	0	0	0	5	0	3	1	93	0	0	0	4	0	0	15	0	0	0	0	1	0	0	0	0	2	0	0	0	0	5	0	75	0	0	0	0	8	2	0	3	0	0	0	0	0	0	1	0	0	0	18	0	15	0	0	4	515	0	27	0	0	0	0	3	0	0	0	0	0	0	1	63	0	17	0	9	23	1	0	0	0	28	0	0	0	0	0	2	14	0	0	135	0	0	0	0	0	338	0	0	0	0	0	3	0	0	3	6	12	0	2	155	276	0	5	0	0	0	1	12	0	0	1	0	0	4	0	1	4	0	1	4	0	4	0	2	0	0	5	0	21	0
Escherichia virus IME08	0	0	2	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	33	0	0	0	0	0	0	0	1	3	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	18	0	13	1	1	2	0	1	0	0	1	0	0	0	0	0	2	15	0	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0
Cyanophage P-TIM40	0	0	50	0	0	0	0	1	0	0	0	4	3	0	1	0	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	1	0	2	0	0	9	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	17	0	2	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	2	0	0	3	0	31	5	11	44	0	0	0	0	1	0	85	0	0	1	0	0	0	1	0	0	0	0	3	0	1	1	1	0	0	0	0	1	0	0	0	5	1	1	1	16	3	0	0	2	0	1	0	0	0	0	10	1	39	0	0	0	3	0	0	0	0	0	1	0	0	0	987	4	1	0	0	0	3	1	0	0	0	1	4	0	0	0	0	0	0	0	1	0	1	14	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0
Acinetobacter phage vB_AbaM_phiAbaA1	0	0	40	5	0	594	1	0	0	17	3	0	7	12	0	0	1	37	0	0	0	0	31	1	0	0	140	0	0	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	22	0	1	0	0	0	0	3	0	0	14	560	0	0	0	0	0	124	1	0	11	0	2	2	0	0	0	8	0	56	251	0	0	0	0	0	0	0	0	1	1	0	6	2	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	1	0	0	1	0	1	31	17	0	0	0	0	0	0	2	0	0	2	0	0	122	0	0	5	0	0	0	0	2	0	25	1	0	4	0	0	21	0	0	1244	22	0	0	64	163	0	1	0	0	0	0	0	0	0	1	0	0	0	13	0	2	2	33	0	179	1	0	4	1	158	0	0	0	0	0	0	151	0
Prochlorococcus phage Syn33	0	0	31	0	0	121	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	10	0	0	0	3	0	0	11	11	0	1	0	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	26	21	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	7	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	30	1	0	0	0	0	0	0	4	1	0	0	0	0	0	10	0
Cyanophage Syn30	0	0	15	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1	0	0	10	2	0	0	0	13	2	0	0	0	0	6	0	1	0	0	0	0	0	65	1	2	0	2	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	1	2	0	0	0	0	3	1	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	4	0	0	2	0	55	0	0	2	0	0	0	0	0	39	0	1	2	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	4	0	0	1	0	0	1	232	0	0	0	2	14	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	15	6	0	1	3	0	1	2	2	0	0	0	0	0	0	0	15	2
Vibrio phage henriette 12B8	0	0	13	0	3	0	0	11	0	6	0	1	2	0	0	0	1	0	1	5	0	0	8	0	0	0	1	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	2	0	1	0	0	0	0	0	10	0	0	5	0	0	2	0	2	0	0	2	0	1	1	0	0	0	1	0	29	0	0	0	0	0	3	0	0	0	0	1	0	0	0	8	0	0	0	3	0	5	0	0	0	0	0	13	0	0	0	1	4	1	1	0	0	1	0	2	19	1	10	0	2	9	0	13	0	0	19	0	0	5	0	3	10	20	0	0	0	1	0	0	6	6	2	0	2	0	0	0	1	0	0	7	0	10	0	1	0	0	0	15	0	0	1	0	1	0	0	0	1	1	10	0	0	2	18	0	0	0	1	0	7	1	0	5	0	12	0
Synechococcus phage S-SM1	0	0	8	0	1	4	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	68	14	2	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	60	1	11937	0	1	2	5	0	1	6	0	0	3	0	3	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	5	0	0	1	1	0	1	0	1	0	1	0	4	1	1	0	0	11	235	0	1	0	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0	2	0	7	1	0	0	0	0	0	0	0	0	0	0
Synechococcus phage ACG-2014f	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	4	1	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	2	0	4763	0	2	0	0	0	4	11	1	1	3	1	1	5	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	2	1	1	1	0	0	0	3	1	1	0	2	1	2	0	0	0	0	525	4	0	0	6	2	0	0	1	2	3	0	7	0	0	0	0	0	0	0	1	0	1	4	1	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0
Yersinia phage phiR1-37	0	0	6	0	2	7	1	9	7	3	1	5	13	3	0	8	0	1	2	4	0	1	3	1	0	0	5	1	1	0	2	1	2	0	2	0	0	1	0	0	0	0	1	1	0	0	0	3	0	2	1	2	1	3	0	6	1	0	0	1	0	2	1	26	4	0	3	0	0	2	0	52	5	3	1	0	1	0	1	2	1	30	0	2	0	0	2	9	0	4	1	0	5	1	1	0	7	1	2	0	8	0	0	30	1	2	0	1	4	0	1	0	0	4	0	1	0	11	12	0	2	12	0	5	0	4	1	1	2	0	0	1	0	0	1	1	10	99	11	1	2	2	0	0	0	13	1	1	0	3	3	1	0	11	0	2	2	29	6	0	0	15	10	0	10	0	0	1	3	0	1	1	0	1	0	29	1	2	21	0	18	2	1	5	0	6	0	0	0	0	3	2
Prochlorococcus phage MED4-213	0	0	5	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	49	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	3	0	0	1	0	0	0	1	1	9034	0	0	0	0	0	0	6	0	2	0	0	1	1	0	0	2	0	0	264	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	2	1	1	0	1	0	2	0	1	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	24	12	0	0	0	0	1	0	2	0	0	0	0	0	0
Acinetobacter phage YMC13/03/R2096	0	0	4	0	0	2	0	0	0	0	0	1	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	44	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	1	1	0	5	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	64	0	125	0	0	0	1	0	0	6	0	0	0	0	0	0	2	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	9	0	1	1	0	1	0	0	78	9	1	0	2	2	1	3	0	1	6	3	0	0	0	0	3	0	3	0	7	1	1	5	0	12	0	7	0	1	16	0	0	0	5	0	0	0	0	0	0	0	0	0
Caulobacter phage Cr30	0	0	4	0	0	8	0	0	0	2	0	0	8	2	0	0	1	3	15	12	1	0	5	2	0	0	6	0	0	0	0	9	7	0	0	0	3	0	0	0	0	1	0	0	11	0	0	0	0	3	0	411	0	0	0	35	0	5	0	0	1	4	0	0	2	0	0	0	0	0	0	1	0	10	3	0	0	0	0	0	0	0	3	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	5	0	0	0	0	0	45	0	0	0	19	34	0	0	12	1	0	3	1	1	0	0	0	0	0	5	0	1	0	6	0	1	0	71	0	0	23	0	0	1	0	0	0	8	0
Synechococcus phage ACG-2014j	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyanophage S-RIM50	0	0	4	0	0	1	0	0	0	0	0	0	16	8	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	98	10	0	0	0	0	0	0	1	0	0	20	1	1	0	0	0	0	0	0	69	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	8	0	0	0	1	0	11	0	1	6	10	1	0	0	103	1	0	0	0	1	0	0	0	1	3	0	0	0	8	2	0	3	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Synechococcus phage ACG-2014h	0	0	4	0	0	0	0	0	1	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	2	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	13	0	0	0	0	0	2	0	0	242	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	0	2	1	0	0	1	0	0	0	0	0	1
Rhodothermus phage RM378	0	0	3	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	18	96	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	528	41	2	1	0	1	0	1	0	252	56	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	24	1	0	5	0	2	0	1	1	0	0	0	0	0	0	0	0
Thermus phage phi OH2	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	4	0	0	0	5	0	2	0	6	4	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Halocynthia phage JM-2012	0	0	2	0	0	0	0	0	0	4	0	10	20	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3	15	0	0	0	10	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	8	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	4	0	0	5	0	0	0	0	0	0	0	2	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	9	1	0	82	13	3	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	6	0	3	0	0	1	0	0	0	0	1	0	2	0
Prochlorococcus phage P-SSM3	0	0	2	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	1	3	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	3	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	118	5	0	0	3	6	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	1	0	1	12	3	0	0	6	0	0	2	0	0	0	0	0	0	5	0	0	1	22	0	0	7	0	10	0	14	5	0	0	4	0	0	0	0	0
Aggregatibacter phage S1249	0	0	1	0	0	0	0	0	0	12	0	4	44	92	0	21	68	729	4	10	0	0	0	0	0	0	2	5	394	14	0	0	0	4	65	0	0	0	0	71	8	0	0	5	0	0	0	4	6	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2	0	0	0	5	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	29	161	2	0	0	650	0	0	2	1	0	0	0	1	0	0	0	1	0	1	2	51	0	1	1	0	0	0	0	0	0	0	106	0	0	5	0	1	8	0	1	9	0	6	60	1	1	0	3	0	0	0	0	0	0
Synechococcus phage S-RIM8 A.HR1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	17	0	1	0	0	0	2	0	7	2	0	1	15	0	0	1	0	0	4	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	5	1	1	0	0	0	1	18	0	0	0	0	5	0	0	0	1	0	2	0	0	1	0	1	1	0	3	0	1	0	2	0	1	0	0	11	39	56	0	0	1	0	2	0	35	0
Synechococcus phage S-CAM22	0	0	1	4	0	79	0	3	0	20	22	2	20	18	0	0	0	20	0	0	0	2	45	1	0	0	31	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	23	26	0	0	0	0	0	0	0	0	2	4	472	0	0	0	0	0	44	0	0	9	0	0	2	0	0	1	6	0	18	94	0	0	0	0	1	0	0	1	0	0	0	8	0	3	1	0	0	0	0	1	0	138	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	16	0	0	0	1	0	0	0	0	0	1	7	0	0	31	0	10	6	1	0	44	0	3	0	0	0	1	4	6	0	0	0	0	550	1	0	0	2	142	1	0	1	0	1	4	0	0	0	0	0	0	0	55	1	0	3	13	0	128	0	0	0	0	392	0	0	0	0	2	0	61	0
Listeria phage B054	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas phage OBP	0	0	1	3	0	0	0	0	0	0	8	1	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1648	37	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	4	5	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	9	10	123	143	5	0	0	0	0	0	0	0	0	1	0	10	0	5	0	0	1	0	0	0	0	1	0	0	0	0	26	22	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	15	0	1	0	0	6	0	0	0	0	0	0	0	4	2	1	1	0	0	1	0	5	0	1	1	9	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	18	3	0	1	3	0	0	0	0	0	0	0	0	0
Synechococcus phage metaG-MbCM1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	52	0	0	0	1	0	2	4	0	0	5	1	3	0	0	0	0	2	0	0	0	3	6	0	1	0	0	1	1	0	0	0	18	0	1	0	1	0	1	0	0	0	0	1	0	3	0	0	0	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	6	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0
Synechococcus phage ACG-2014e	0	0	1	0	0	0	0	4	0	0	0	2	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	77	3	0	1	0	0	15	0	1	0	4	0	0	0	1	0	339	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	1	0	1	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1
